"","POINT_X","POINT_Y","_RUN1","_RUN2","_RUN3","_Full"
"324",3.98673,51.37825,TRUE,TRUE,TRUE,TRUE
"325",6.09188,52.82264,TRUE,TRUE,TRUE,TRUE
"326",5.99003,50.80082,FALSE,TRUE,FALSE,TRUE
"327",6.68118,52.68289,TRUE,TRUE,TRUE,TRUE
"328",6.22815,52.19262,TRUE,TRUE,FALSE,TRUE
"329",5.2071,51.52136,TRUE,FALSE,FALSE,TRUE
"330",6.46938,53.08942,TRUE,TRUE,TRUE,TRUE
"331",6.37338,52.14655,TRUE,TRUE,TRUE,TRUE
"332",4.62779,51.69881,TRUE,TRUE,TRUE,TRUE
"333",-2.07813,54.97951,TRUE,TRUE,TRUE,TRUE
"334",-1.76561,54.9793,TRUE,TRUE,TRUE,TRUE
"335",5.71333,51.7907,FALSE,TRUE,TRUE,TRUE
"336",5.78699,51.9253,TRUE,TRUE,TRUE,TRUE
"337",5.20602,51.79101,TRUE,TRUE,TRUE,TRUE
"338",6.29851,52.05727,TRUE,TRUE,TRUE,TRUE
"339",5.49602,51.83604,FALSE,FALSE,TRUE,TRUE
"340",-87.79361,41.85056,TRUE,TRUE,TRUE,TRUE
"341",-6.5454,52.20179,TRUE,TRUE,TRUE,TRUE
"342",8.41667,47.75002,TRUE,TRUE,FALSE,TRUE
"343",11.25,51.05003,FALSE,TRUE,FALSE,TRUE
"344",-0.57557,53.2632,TRUE,TRUE,TRUE,TRUE
"345",0.83401,51.88895,FALSE,TRUE,FALSE,TRUE
"346",-3.62387,50.56283,TRUE,TRUE,TRUE,TRUE
"347",-6.38879,54.25298,TRUE,TRUE,TRUE,TRUE
"348",-1.60759,55.15864,TRUE,TRUE,TRUE,TRUE
"349",6.02162,53.09263,FALSE,FALSE,TRUE,TRUE
"350",16.7,50.8,TRUE,TRUE,TRUE,TRUE
"351",6.1,43,TRUE,TRUE,FALSE,TRUE
"352",-80.8765,34.7935,FALSE,TRUE,TRUE,TRUE
"353",12.41667,54.35003,TRUE,TRUE,TRUE,TRUE
"354",4.55958,51.47362,TRUE,TRUE,TRUE,TRUE
"355",6.3182,53.00083,TRUE,TRUE,TRUE,TRUE
"356",6.60976,52.77352,TRUE,TRUE,TRUE,TRUE
"357",6.1558,52.23806,TRUE,FALSE,TRUE,TRUE
"358",6.76356,52.95159,TRUE,FALSE,TRUE,TRUE
"359",5.56856,51.83595,TRUE,TRUE,TRUE,TRUE
"360",6.45071,52.32565,TRUE,TRUE,FALSE,TRUE
"361",-2.87309,55.6055,FALSE,FALSE,FALSE,TRUE
"362",-60.633,-62.95,TRUE,TRUE,TRUE,TRUE
"363",-60.7116667,-62.9733333,FALSE,TRUE,TRUE,TRUE
"364",8.91667,51.75003,TRUE,FALSE,TRUE,TRUE
"365",10.08333,50.95003,TRUE,FALSE,TRUE,TRUE
"366",4.7,43.7,TRUE,TRUE,TRUE,TRUE
"367",9.58333,48.55002,TRUE,TRUE,TRUE,TRUE
"368",11.25,49.85003,TRUE,TRUE,TRUE,TRUE
